,away_goal_a_1,away_goal_half_a_1,away_red_a_1,away_team_a_1,away_yellow_a_1,date_a_1,flag_a_1,footGoal_away_a_1,footGoal_away_half_a_1,footGoal_bet_a_1,footGoal_home_a_1,footGoal_home_half_a_1,goals_bet_a_1,home_goal_a_1,home_goal_half_a_1,home_red_a_1,home_team_a_1,home_yellow_a_1,id_a_1,main_bet_a_1,match_a_1,l_home_goal,l_away_goal,l_home_yellow,l_home_red,l_away_yellow,l_away_red,l_flag,l_net_goal,l_net_yellow,l_date,l_diff_time
40,1,1,0,埃弗顿,2,18/09/16,0,4,2,9.5,2,0,2.5,3,2,0,西汉姆,5,41,-0.25,英超,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.49996250281228916,-0.9997000899730081,17/04/22,309.3333333333333
1525,0,0,0,女王公园巡游者,2,14/10/05,1,5,1,11.5,7,4,2.5,2,1,0,西汉姆,2,1526,-0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1273,0,0,0,女王公园巡游者,1,15/04/25,0,6,0,11.5,6,5,2.5,0,0,0,西汉姆,0,1274,-0.25,英超,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.9998500224966255,0.0,0,67.33333333333333
388,3,2,0,布莱顿,0,17/10/21,1,3,1,10.0,10,6,2.25,0,0,0,西汉姆,1,389,-0.75,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
215,3,1,0,布莱顿,3,18/02/03,0,4,2,10.0,1,1,2.0,1,1,0,西汉姆,1,216,-0.25,英超,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,-0.9999000099990001,0.9997000899730081,0,35.0
18,1,1,0,布莱顿,3,18/10/06,0,2,1,10.0,9,5,2.25,0,0,0,西汉姆,2,19,0.0,英超,0.3333333333333333,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,-0.49996250281228916,-0.49996250281228916,0,198.33333333333334
1589,1,0,1,托特纳姆热刺,0,14/08/16,1,5,1,11.0,8,5,2.5,0,0,1,西汉姆,2,1590,0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1341,2,0,0,托特纳姆热刺,0,15/02/22,0,7,2,11.5,9,5,2.75,2,1,0,西汉姆,2,1342,-0.75,英超,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,-0.9997000899730081,0.9998500224966255,0,63.333333333333336
1096,4,2,0,托特纳姆热刺,2,15/11/23,0,7,4,11.0,6,4,2.75,1,0,0,西汉姆,2,1097,-1.0,英超,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9998500224966255,0,246.0
955,0,0,0,托特纳姆热刺,3,16/03/03,1,3,0,11.5,6,5,2.5,1,1,0,西汉姆,0,956,0.25,英超,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,-0.5999640021598704,0.0,14/08/16,347.0
731,3,0,0,托特纳姆热刺,3,16/11/20,0,4,3,11.0,5,3,2.75,2,1,1,西汉姆,3,732,-1.0,英超,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.9997000899730081,-0.9999000099990001,15/02/22,420.6666666666667
504,0,0,0,托特纳姆热刺,2,17/05/06,1,7,3,11.0,3,2,2.75,1,0,0,西汉姆,4,505,1.25,英超,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,-0.19998800071995684,0.0,15/11/23,375.3333333333333
418,3,2,1,托特纳姆热刺,3,17/09/23,1,3,2,10.5,4,0,2.75,2,0,0,西汉姆,4,419,1.0,英超,0.3333333333333333,0.0,1.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.9997000899730081,0.3333166674999583,16/03/03,338.6666666666667
249,1,0,0,托特纳姆热刺,0,18/01/05,0,7,4,11.5,1,0,3.0,1,0,0,西汉姆,2,250,-1.75,英超,0.6666666666666666,1.0,1.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,-0.19998800071995684,0.14285102067054267,16/11/20,253.0
3,1,1,0,托特纳姆热刺,0,18/10/20,1,6,4,10.0,10,4,2.75,0,0,0,西汉姆,3,4,0.5,英超,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9998500224966255,17/05/06,404.0
1504,2,1,0,斯托克城,1,14/11/01,0,8,4,11.0,2,0,2.5,2,0,0,西汉姆,1,1505,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1290,1,0,0,斯托克城,1,15/04/11,1,10,6,11.5,4,1,2.25,1,1,0,西汉姆,3,1291,-0.25,英超,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,53.666666666666664
1072,0,0,0,斯托克城,2,15/12/12,1,7,3,11.0,11,4,2.25,0,0,0,西汉姆,1,1073,0.0,英超,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.49996250281228916,0,217.0
851,2,0,0,斯托克城,3,16/05/15,0,4,1,10.5,10,4,2.75,1,1,0,西汉姆,1,852,0.25,英超,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,-0.33330000333300003,14/11/01,372.0
746,1,0,0,斯托克城,1,16/11/05,1,4,1,10.5,6,2,2.75,1,0,0,西汉姆,4,747,-0.5,英超,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,-0.33330000333300003,-0.49996250281228916,15/04/11,359.0
512,0,0,0,斯托克城,1,17/04/29,0,5,2,10.5,3,2,2.5,0,0,0,西汉姆,0,513,-0.5,英超,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5999640021598704,15/12/12,342.6666666666667
293,0,0,0,斯托克城,2,17/12/17,0,7,2,10.0,9,4,2.25,3,1,0,西汉姆,1,294,-0.25,英超,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-0.9997000899730081,16/05/15,406.6666666666667
135,1,0,0,斯托克城,3,18/04/17,1,1,0,10.0,10,4,2.25,1,0,0,西汉姆,2,136,-0.5,英超,1.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.9999000099990001,-0.33330000333300003,16/11/05,334.0
1451,1,1,1,斯旺西,1,14/12/07,1,4,0,11.0,6,4,2.25,3,1,0,西汉姆,0,1452,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1393,1,0,0,斯旺西,0,15/01/10,0,3,2,10.5,5,0,2.5,1,1,0,西汉姆,0,1394,-0.25,英超,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.49996250281228916,-0.9997000899730081,0,11.333333333333334
1056,0,0,0,斯旺西,0,15/12/21,0,8,4,9.5,9,4,2.25,0,0,0,西汉姆,1,1057,-0.5,英超,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,241.33333333333334
869,4,2,0,斯旺西,0,16/05/07,1,3,0,10.5,13,7,3.0,1,0,0,西汉姆,3,870,-1.5,英超,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.9997000899730081,14/12/07,379.3333333333333
677,1,0,0,斯旺西,0,16/12/26,0,8,3,10.5,4,0,2.75,4,1,0,西汉姆,0,678,-0.25,英超,0.3333333333333333,1.3333333333333333,1.0,0.0,0.0,0.0,0.3333333333333333,-0.5999640021598704,0.9999000099990001,15/01/10,440.0
543,0,0,0,斯旺西,1,17/04/08,1,3,1,10.0,4,1,2.5,1,1,0,西汉姆,5,544,-0.25,英超,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5999640021598704,0.0,15/12/21,304.3333333333333
403,0,0,0,斯旺西,2,17/09/30,1,1,0,10.0,2,1,2.5,1,0,0,西汉姆,3,404,-0.5,英超,0.3333333333333333,0.0,1.6666666666666667,0.0,0.3333333333333333,0.0,0.3333333333333333,0.9997000899730081,0.6666333349999167,16/05/07,321.3333333333333
185,4,2,0,斯旺西,0,18/03/03,0,4,3,9.5,5,3,2.0,1,0,0,西汉姆,3,186,0.0,英超,0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.9997000899730081,0.19998800071995684,16/12/26,305.0
1514,1,0,0,曼城,1,14/10/25,1,8,4,11.0,4,3,3.0,2,1,0,西汉姆,2,1515,1.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1277,2,2,0,曼城,2,15/04/19,0,6,2,12.0,3,2,3.25,0,0,0,西汉姆,2,1278,-1.75,英超,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.33330000333300003,0.33330000333300003,0,58.666666666666664
1168,1,1,0,曼城,1,15/09/20,0,16,3,11.0,3,2,3.25,2,2,0,西汉姆,2,1169,-1.75,英超,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,-0.9998500224966255,0.0,0,161.33333333333334
1001,2,1,0,曼城,3,16/01/24,1,2,2,11.0,5,2,2.75,2,1,0,西汉姆,2,1002,0.75,英超,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.33330000333300003,0.33330000333300003,14/10/25,287.3333333333333
819,3,2,0,曼城,1,16/08/28,0,5,5,11.0,4,2,3.0,1,0,0,西汉姆,3,820,-1.75,英超,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,0.0,-0.19998800071995684,15/04/19,352.3333333333333
621,4,3,0,曼城,3,17/02/02,1,4,3,10.0,2,0,3.0,0,0,0,西汉姆,3,622,1.0,英超,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,-0.49996250281228916,0.49996250281228916,15/09/20,344.6666666666667
319,2,0,0,曼城,2,17/12/04,0,10,7,10.5,4,3,3.75,1,1,0,西汉姆,2,320,-2.5,英超,0.0,1.3333333333333333,1.0,0.0,1.0,0.0,0.3333333333333333,-0.9999250056245782,0.0,16/01/24,482.6666666666667
117,4,2,0,曼城,1,18/04/29,1,7,2,10.0,0,0,3.25,1,1,0,西汉姆,0,118,1.5,英超,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,-0.33330000333300003,0.0,16/08/28,402.0
1540,2,2,1,曼联,1,14/09/27,0,7,3,10.5,10,3,3.25,1,1,0,西汉姆,3,1541,-1.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1359,1,0,1,曼联,3,15/02/09,1,9,5,10.5,9,5,2.5,1,0,0,西汉姆,2,1360,0.5,英超,0.3333333333333333,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,-0.33330000333300003,0.49996250281228916,0,45.0
1078,0,0,0,曼联,1,15/12/05,0,6,3,10.0,2,2,2.25,0,0,0,西汉姆,0,1079,-1.25,英超,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,-0.19998800071995684,0,244.33333333333334
862,2,0,0,曼联,3,16/05/11,1,2,1,11.0,6,4,2.75,3,1,0,西汉姆,1,863,0.25,英超,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-0.9997000899730081,14/09/27,402.3333333333333
719,1,1,0,曼联,3,16/11/28,0,8,4,11.0,4,2,3.0,1,1,0,西汉姆,1,720,-1.5,英超,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.19998800071995684,-0.49996250281228916,15/02/09,406.0
653,2,0,0,曼联,2,17/01/03,1,1,0,10.0,2,2,2.75,0,0,1,西汉姆,2,654,1.0,英超,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,-0.49996250281228916,15/12/05,222.66666666666666
459,4,1,0,曼联,2,17/08/13,0,11,9,10.0,1,0,2.75,0,0,0,西汉姆,2,460,-1.5,英超,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,-0.9998500224966255,0.0,16/05/11,313.0
99,0,0,0,曼联,1,18/05/11,1,6,4,10.0,1,1,2.5,0,0,0,西汉姆,1,100,0.75,英超,0.0,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,-0.9999250056245782,0.0,16/11/28,431.0
28,1,0,0,曼联,1,18/09/29,1,9,2,9.5,4,3,2.5,3,2,0,西汉姆,0,29,0.5,英超,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,17/01/03,395.6666666666667
1444,1,1,0,桑德兰,2,14/12/13,0,6,1,11.0,8,2,2.25,1,1,0,西汉姆,2,1445,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1307,0,0,0,桑德兰,1,15/03/22,1,4,1,11.0,6,3,2.5,1,0,0,西汉姆,0,1308,-0.5,英超,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0,33.0
1150,2,2,1,桑德兰,3,15/10/03,0,1,1,10.5,8,2,2.5,2,1,0,西汉姆,4,1151,0.25,英超,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.9997000899730081,-0.9997000899730081,0,163.0
968,0,0,0,桑德兰,0,16/02/27,1,6,4,10.5,5,4,2.5,1,1,0,西汉姆,1,969,-0.5,英超,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.14285102067054267,14/12/13,310.0
767,0,0,0,桑德兰,5,16/10/22,1,2,0,10.5,6,4,2.75,1,0,0,西汉姆,2,768,-0.75,英超,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.9997000899730081,0.9997000899730081,15/03/22,401.0
532,2,1,0,桑德兰,1,17/04/15,0,7,4,10.0,1,0,2.5,2,1,1,西汉姆,1,533,0.0,英超,0.3333333333333333,0.0,0.6666666666666666,0.0,1.6666666666666667,0.0,0.3333333333333333,0.9997000899730081,-0.428553062011628,15/10/03,382.6666666666667
1581,1,0,0,水晶宫,1,14/08/23,0,5,1,11.0,9,6,2.25,3,2,0,西汉姆,3,1582,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1138,1,1,1,水晶宫,2,15/10/17,0,1,1,11.0,9,4,2.25,3,1,0,西汉姆,3,1139,-0.5,英超,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,0.49996250281228916,0.49996250281228916,0,140.0
923,2,1,0,水晶宫,2,16/04/02,1,5,2,11.5,4,3,2.5,2,2,1,西汉姆,2,924,-0.5,英超,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.49996250281228916,0.19998800071995684,0,252.0
772,0,0,0,水晶宫,2,16/10/16,0,7,3,11.0,6,5,2.5,1,1,1,西汉姆,3,773,-0.25,英超,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,14/08/23,449.0
646,0,0,0,水晶宫,2,17/01/14,1,2,1,11.0,2,0,2.25,3,0,0,西汉姆,4,647,-0.25,英超,0.3333333333333333,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.9997000899730081,0.19998800071995684,15/10/17,277.3333333333333
375,2,0,0,水晶宫,1,17/10/28,0,11,4,10.5,2,1,2.25,2,2,0,西汉姆,2,376,-0.25,英超,1.0,0.0,1.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.9999000099990001,0.3333166674999583,16/04/02,412.6666666666667
227,1,1,0,水晶宫,3,18/01/31,1,3,1,10.0,5,3,2.25,1,1,0,西汉姆,1,228,0.0,英超,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.33330000333300003,16/10/16,316.3333333333333
1118,2,1,0,沃特福德,3,15/10/31,0,7,6,10.5,2,0,2.5,0,0,1,西汉姆,0,1119,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
893,1,0,1,沃特福德,3,16/04/21,1,2,0,11.0,4,1,2.75,3,2,0,西汉姆,0,894,-1.25,英超,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.0,-0.9998500224966255,-0.9999000099990001,0,57.666666666666664
812,4,2,0,沃特福德,2,16/09/10,1,4,1,10.5,4,2,2.5,2,2,0,西汉姆,2,813,-0.5,英超,1.0,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.49996250281228916,-0.9999000099990001,0,152.33333333333334
593,1,1,0,沃特福德,4,17/02/26,0,4,1,9.5,6,4,2.25,1,0,1,西汉姆,2,594,0.0,英超,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.3333166674999583,0.0,15/10/31,321.3333333333333
350,2,1,0,沃特福德,1,17/11/20,0,3,0,10.0,1,1,2.25,0,0,0,西汉姆,4,351,-0.25,英超,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.0,0.0,0.0,-0.3333166674999583,16/04/21,427.0
204,0,0,0,沃特福德,1,18/02/10,1,7,2,9.5,8,4,2.5,2,1,0,西汉姆,1,205,-0.25,英超,0.0,0.6666666666666666,1.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.9998500224966255,0.5999640021598704,16/09/10,316.3333333333333
786,1,0,0,米德尔斯堡,3,16/10/01,1,5,2,10.5,4,2,2.5,1,0,0,西汉姆,2,787,-0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
634,1,1,0,米德尔斯堡,2,17/01/21,0,7,3,10.5,5,4,2.25,3,2,0,西汉姆,1,635,-0.25,英超,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,0.0,-0.19998800071995684,0,37.333333333333336
1477,0,0,1,纽卡斯尔,3,14/11/29,1,2,0,11.5,5,0,2.5,1,0,0,西汉姆,3,1478,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1225,2,0,0,纽卡斯尔,2,15/05/24,0,2,0,11.5,3,1,2.75,0,0,0,西汉姆,1,1226,-0.75,英超,0.3333333333333333,0.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.9997000899730081,0.0,0,58.666666666666664
1175,0,0,0,纽卡斯尔,2,15/09/15,1,7,2,11.0,6,1,2.5,2,1,0,西汉姆,0,1176,-0.25,英超,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,-0.9998500224966255,-0.33330000333300003,0,134.66666666666666
1013,2,2,0,纽卡斯尔,1,16/01/16,0,3,3,11.0,3,3,2.5,1,1,0,西汉姆,0,1014,0.0,英超,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.9998500224966255,-0.9998500224966255,14/11/29,257.6666666666667
445,3,1,0,纽卡斯尔,1,17/08/26,0,7,3,10.5,5,4,2.5,0,0,0,西汉姆,3,446,-0.25,英超,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,-0.33330000333300003,-0.9997000899730081,15/05/24,708.0
286,3,1,0,纽卡斯尔,1,17/12/23,1,3,1,9.5,6,3,2.25,2,1,0,西汉姆,1,287,-0.5,英超,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,-0.9999000099990001,0.49996250281228916,15/09/15,552.0
1437,0,0,0,莱斯特,3,14/12/20,1,3,2,12.0,9,6,2.75,2,1,0,西汉姆,0,1438,-0.75,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1300,2,1,0,莱斯特,0,15/04/04,0,7,2,11.5,6,3,2.5,1,1,0,西汉姆,4,1301,-0.25,英超,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.9998500224966255,-0.9999000099990001,0,35.0
1212,2,2,0,莱斯特,3,15/08/15,1,4,1,11.5,8,3,2.5,1,0,1,西汉姆,1,1213,-0.25,英超,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,-0.33330000333300003,0.9999250056245782,0,123.66666666666667
898,2,1,1,莱斯特,2,16/04/17,0,0,0,11.5,5,1,2.5,2,0,0,西汉姆,3,899,-0.5,英超,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,-0.33330000333300003,-0.49996250281228916,14/12/20,369.6666666666667
665,1,1,0,莱斯特,5,16/12/31,0,7,5,10.5,7,2,2.5,0,0,0,西汉姆,3,666,-0.25,英超,0.6666666666666666,0.6666666666666666,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.19998800071995684,15/04/04,466.3333333333333
573,3,3,0,莱斯特,1,17/03/18,1,5,5,10.0,6,1,2.5,2,1,0,西汉姆,0,574,-0.25,英超,0.0,0.3333333333333333,1.0,0.0,1.6666666666666667,0.0,0.0,-0.9997000899730081,-0.24999062535154928,15/08/15,331.0
348,1,1,0,莱斯特,1,17/11/25,1,5,2,10.0,5,2,2.25,1,1,0,西汉姆,1,349,0.0,英超,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.19998800071995684,-0.9997000899730081,16/04/17,389.3333333333333
110,0,0,0,莱斯特,1,18/05/05,0,8,1,10.5,3,1,2.5,2,1,0,西汉姆,2,111,-0.25,英超,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,16/12/31,354.6666666666667
1463,1,1,0,西布朗维奇,2,14/12/03,0,7,3,11.0,3,3,2.25,2,2,0,西汉姆,1,1464,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1400,1,1,0,西布朗维奇,0,15/01/01,1,1,0,11.0,0,0,2.5,1,1,0,西汉姆,1,1401,-0.5,英超,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.33330000333300003,-0.33330000333300003,0,9.666666666666666
1087,1,0,0,西布朗维奇,2,15/11/29,1,2,0,10.5,5,2,2.25,1,1,0,西汉姆,0,1088,-0.5,英超,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.9997000899730081,0,231.0
881,0,0,0,西布朗维奇,0,16/04/30,0,8,3,10.5,6,3,2.5,3,2,0,西汉姆,0,882,0.5,英超,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,-0.9998500224966255,14/12/03,384.0
805,4,3,0,西布朗维奇,2,16/09/17,0,2,1,10.5,6,3,2.25,2,0,0,西汉姆,1,806,0.0,英超,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999000099990001,0.0,15/01/01,352.6666666666667
603,2,1,0,西布朗维奇,2,17/02/11,1,5,3,10.0,7,5,2.25,2,0,0,西汉姆,3,604,-0.25,英超,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,-0.3333166674999583,-0.33330000333300003,15/11/29,291.3333333333333
424,0,0,0,西布朗维奇,2,17/09/16,0,2,2,10.0,3,2,2.0,0,0,0,西汉姆,2,425,-0.25,英超,0.6666666666666666,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.19998800071995684,16/04/30,361.6666666666667
253,1,1,0,西布朗维奇,2,18/01/03,1,4,2,10.0,3,0,2.0,2,0,0,西汉姆,3,254,-0.25,英超,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,16/09/17,302.6666666666667
1162,2,1,0,诺维奇,0,15/09/26,1,5,1,11.0,7,6,2.5,2,1,0,西汉姆,0,1163,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
976,2,0,0,诺维奇,2,16/02/13,0,3,2,11.0,3,1,2.25,2,0,0,西汉姆,2,977,0.0,英超,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0,46.666666666666664
1555,2,1,0,赫尔,3,14/09/16,0,3,0,10.5,10,5,2.25,2,0,0,西汉姆,1,1556,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1381,0,0,0,赫尔,3,15/01/18,1,7,6,11.0,4,2,2.25,3,0,0,西汉姆,1,1382,-0.75,英超,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,-0.49996250281228916,0,41.333333333333336
687,0,0,0,赫尔,4,16/12/17,1,6,2,10.5,10,6,2.5,1,0,0,西汉姆,2,688,-0.75,英超,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.9999000099990001,-0.49996250281228916,0,507.3333333333333
562,2,0,0,赫尔,2,17/04/01,0,5,3,10.5,5,5,2.5,1,1,0,西汉姆,2,563,-0.25,英超,0.3333333333333333,0.0,0.6666666666666666,0.0,1.3333333333333333,0.0,0.3333333333333333,0.9997000899730081,-0.3333166674999583,14/09/16,612.3333333333334
1497,0,0,0,阿斯顿维拉,3,14/11/08,1,2,0,11.5,12,8,2.5,0,0,0,西汉姆,0,1498,-0.75,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1250,1,1,0,阿斯顿维拉,1,15/05/09,0,2,1,11.0,6,2,2.75,0,0,0,西汉姆,1,1251,-0.75,英超,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,-0.9999000099990001,0,60.666666666666664
1051,1,0,0,阿斯顿维拉,5,15/12/26,0,9,5,11.0,6,4,2.25,1,1,0,西汉姆,3,1052,-0.25,英超,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.9997000899730081,0.0,0,214.66666666666666
995,0,0,1,阿斯顿维拉,0,16/02/03,1,5,4,10.5,5,1,2.25,2,0,0,西汉姆,3,996,-0.5,英超,0.3333333333333333,0.3333333333333333,1.0,0.0,1.6666666666666667,0.0,0.0,0.0,-0.24999062535154928,14/11/08,253.66666666666666
1413,2,2,0,阿森纳,2,14/12/28,1,8,5,11.0,6,4,2.75,1,0,0,西汉姆,3,1414,0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1319,3,3,0,阿森纳,1,15/03/14,0,7,7,12.0,5,5,3.0,0,0,0,西汉姆,1,1320,-1.5,英超,0.3333333333333333,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.33330000333300003,0.19998800071995684,0,25.333333333333332
1217,0,0,0,阿森纳,1,15/08/09,0,5,3,11.0,4,2,3.0,2,1,0,西汉姆,3,1218,-1.75,英超,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.9999000099990001,0.0,0,124.0
