,away_goal_a_1,away_goal_half_a_1,away_red_a_1,away_team_a_1,away_yellow_a_1,date_a_1,flag_a_1,footGoal_away_a_1,footGoal_away_half_a_1,footGoal_bet_a_1,footGoal_home_a_1,footGoal_home_half_a_1,goals_bet_a_1,home_goal_a_1,home_goal_half_a_1,home_red_a_1,home_team_a_1,home_yellow_a_1,id_a_1,main_bet_a_1,match_a_1,l_home_goal,l_away_goal,l_home_yellow,l_home_red,l_away_yellow,l_away_red,l_flag,l_net_goal,l_net_yellow,l_date,l_diff_time
1238,1,1,0,利物浦,2,15/05/17,0,4,2,11.0,5,2,2.75,3,1,0,水晶宫,3,1239,-1.25,英超,1.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.49996250281228916,-0.33330000333300003,0,58.333333333333336
1106,1,1,0,利物浦,1,15/11/09,0,14,7,11.0,6,3,2.5,2,1,0,水晶宫,2,1107,-0.75,英超,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,0.0,0.49996250281228916,0.19998800071995684,0,175.66666666666666
942,2,0,1,利物浦,3,16/03/06,1,6,4,11.0,6,3,2.25,1,0,0,水晶宫,1,943,0.5,英超,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.33330000333300003,0.33330000333300003,14/11/23,293.6666666666667
752,4,3,0,利物浦,2,16/10/30,1,3,3,11.0,3,0,2.75,2,2,0,水晶宫,1,753,0.75,英超,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,-0.33330000333300003,-0.49996250281228916,15/05/17,375.3333333333333
520,1,1,0,利物浦,1,17/04/23,0,4,2,10.5,3,1,2.75,2,1,0,水晶宫,2,521,-1.25,英超,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.3333166674999583,-0.33330000333300003,15/11/09,373.0
456,1,0,0,利物浦,1,17/08/19,0,4,1,10.5,2,0,3.0,0,0,0,水晶宫,3,457,-1.25,英超,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.33330000333300003,0.33330000333300003,16/03/06,314.0
164,2,0,0,利物浦,2,18/03/31,1,6,4,10.0,4,1,3.0,1,1,0,水晶宫,2,165,1.25,英超,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,-0.9997000899730081,0.49996250281228916,16/10/30,361.0
69,2,1,0,利物浦,1,18/08/21,1,7,1,10.0,6,1,3.0,0,0,1,水晶宫,1,70,1.25,英超,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.33330000333300003,0.0,17/04/23,331.6666666666667
1422,3,1,0,南安普顿,0,14/12/26,1,4,2,10.5,8,5,2.25,1,0,0,水晶宫,1,1423,0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1330,1,0,0,南安普顿,0,15/03/04,0,10,5,10.5,2,1,2.25,0,0,0,水晶宫,2,1331,-0.75,英超,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,-0.49996250281228916,0.9997000899730081,0,22.666666666666668
1071,0,0,0,南安普顿,0,15/12/12,1,5,2,10.5,8,6,2.25,1,1,0,水晶宫,0,1072,-0.25,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,-0.9997000899730081,0.9998500224966255,0,211.33333333333334
850,4,1,0,南安普顿,1,16/05/15,0,2,0,11.0,5,2,3.0,1,0,0,水晶宫,2,851,-2.0,英超,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.9997000899730081,0.0,14/12/26,366.3333333333333
714,0,0,0,南安普顿,1,16/12/03,1,9,4,11.0,4,1,2.25,3,2,0,水晶宫,3,715,0.25,英超,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,-0.5999640021598704,0.33330000333300003,15/03/04,399.6666666666667
549,3,1,0,南安普顿,2,17/04/06,0,11,5,10.5,11,4,2.25,1,1,0,水晶宫,1,550,-0.5,英超,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.9999000099990001,0.49996250281228916,15/12/12,310.3333333333333
427,1,1,0,南安普顿,1,17/09/16,1,5,0,10.5,5,3,2.25,0,0,0,水晶宫,5,428,0.0,英超,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,-0.49996250281228916,-0.33330000333300003,16/05/15,313.0
252,1,1,0,南安普顿,0,18/01/03,0,4,2,11.5,7,3,2.25,2,0,0,水晶宫,1,253,-0.5,英超,0.0,0.3333333333333333,1.6666666666666667,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.9997000899730081,0.6666333349999167,16/12/03,259.0
56,2,0,0,南安普顿,1,18/09/01,1,4,4,10.5,7,1,2.25,0,0,0,水晶宫,1,57,0.0,英超,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.33330000333300003,0.9997000899730081,17/04/06,368.0
462,3,2,0,哈德斯菲尔德,3,17/08/12,1,9,5,10.5,12,5,2.25,0,0,0,水晶宫,1,463,-0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
166,0,0,0,哈德斯菲尔德,3,18/03/17,0,4,1,10.5,7,3,2.25,2,1,0,水晶宫,2,167,0.0,英超,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,-0.9999000099990001,-0.49996250281228916,0,72.33333333333333
44,0,0,0,哈德斯菲尔德,1,18/09/15,0,5,0,10.0,3,0,2.0,1,1,0,水晶宫,2,45,0.25,英超,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.9998500224966255,-0.19998800071995684,0,193.66666666666666
1545,2,1,0,埃弗顿,2,14/09/21,0,7,2,11.5,1,0,2.75,3,1,0,水晶宫,2,1546,-1.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1373,1,1,0,埃弗顿,3,15/01/31,1,1,0,11.0,6,4,2.25,0,0,0,水晶宫,0,1374,0.0,英超,1.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.19998800071995684,0.0,0,44.0
1075,1,0,0,埃弗顿,1,15/12/08,0,13,4,11.0,6,2,2.5,1,0,0,水晶宫,2,1076,-0.25,英超,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.3333333333333333,-0.9997000899730081,-0.9999000099990001,0,251.33333333333334
905,0,0,1,埃弗顿,2,16/04/14,1,7,2,11.0,10,5,2.5,0,0,0,水晶宫,0,906,0.0,英超,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.33330000333300003,14/09/21,379.3333333333333
788,1,1,0,埃弗顿,5,16/10/01,0,10,6,11.0,9,3,2.75,1,0,0,水晶宫,4,789,-0.75,英超,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,-0.9998500224966255,15/01/31,359.0
633,1,0,0,埃弗顿,1,17/01/21,1,7,5,10.5,8,4,2.25,0,0,0,水晶宫,0,634,0.0,英超,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,1.6666666666666667,0.0,0.0,0.0,-0.11110740753086013,15/12/08,268.0
355,2,2,0,埃弗顿,3,17/11/18,1,4,2,10.5,9,3,2.25,2,2,0,水晶宫,2,356,-0.25,英超,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.9997000899730081,-0.9997000899730081,16/04/14,432.3333333333333
206,3,0,0,埃弗顿,1,18/02/10,0,8,6,10.5,7,3,2.25,1,0,0,水晶宫,1,207,-0.5,英超,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,0.0,-0.19998800071995684,16/10/01,322.0
0,2,0,0,埃弗顿,2,18/10/21,0,10,3,10.0,5,3,2.5,0,0,0,水晶宫,1,1,-0.75,英超,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.49996250281228916,0.0,17/01/21,409.3333333333333
1411,0,0,0,女王公园巡游者,2,14/12/28,0,9,1,11.5,4,2,2.25,0,0,0,水晶宫,0,1412,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1320,1,0,0,女王公园巡游者,3,15/03/14,1,3,0,11.0,6,3,2.5,3,3,0,水晶宫,1,1321,-0.75,英超,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,-0.9998500224966255,0,25.333333333333332
83,0,0,0,富勒姆,1,18/08/11,0,5,3,10.5,5,1,2.5,2,1,0,水晶宫,2,84,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
337,0,0,0,布莱顿,2,17/11/29,0,10,2,10.5,5,2,2.0,0,0,0,水晶宫,0,338,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
141,2,2,0,布莱顿,2,18/04/14,1,6,1,11.0,5,4,2.25,3,3,0,水晶宫,3,142,-0.5,英超,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,-0.9998500224966255,0,45.333333333333336
1454,0,0,0,托特纳姆热刺,1,14/12/06,0,2,1,11.5,12,7,2.75,0,0,0,水晶宫,0,1455,-0.75,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1391,1,0,0,托特纳姆热刺,3,15/01/11,1,6,3,11.0,4,1,2.25,2,0,0,水晶宫,5,1392,0.25,英超,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-0.9997000899730081,0,12.0
1167,1,0,0,托特纳姆热刺,1,15/09/20,0,6,4,11.0,5,2,2.5,0,0,0,水晶宫,2,1168,-0.5,英超,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.0,1.0,0.0,0.3333333333333333,0.33330000333300003,0.24999062535154928,0,180.0
1004,2,0,0,托特纳姆热刺,1,16/01/23,1,10,5,10.5,3,1,2.25,1,1,0,水晶宫,1,1005,0.25,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,-0.9997000899730081,0.33330000333300003,14/12/06,305.0
835,1,0,0,托特纳姆热刺,3,16/08/20,0,10,8,11.5,4,2,2.75,0,0,0,水晶宫,3,836,-1.25,英超,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.33330000333300003,0.0,15/01/11,377.3333333333333
516,1,0,0,托特纳姆热刺,3,17/04/27,1,11,2,10.5,2,1,2.75,0,0,0,水晶宫,3,517,1.0,英超,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,-0.9997000899730081,0.0,15/09/20,431.6666666666667
362,1,0,0,托特纳姆热刺,0,17/11/05,0,10,2,11.5,9,2,3.0,0,0,0,水晶宫,2,363,-1.5,英超,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.3333333333333333,-0.9997000899730081,0.0,16/01/23,428.6666666666667
191,1,0,0,托特纳姆热刺,1,18/02/25,1,13,3,11.0,3,3,3.0,0,0,0,水晶宫,0,192,1.5,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,-0.9997000899730081,0.9998500224966255,16/08/20,323.3333333333333
1445,1,1,0,斯托克城,0,14/12/13,1,8,3,10.5,9,5,2.25,1,1,0,水晶宫,1,1446,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1312,1,1,0,斯托克城,3,15/03/21,0,8,2,11.0,4,1,2.0,2,1,0,水晶宫,4,1313,-0.25,英超,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.9997000899730081,0,32.666666666666664
1064,1,0,0,斯托克城,2,15/12/19,0,7,2,10.5,3,1,2.25,2,1,0,水晶宫,0,1065,-0.25,英超,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.0,1.0,0.0,0.0,0.33330000333300003,0.14285102067054267,0,214.66666666666666
867,1,1,0,斯托克城,3,16/05/07,1,3,1,11.0,4,2,2.25,2,0,0,水晶宫,1,868,-0.5,英超,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.33330000333300003,-0.9998500224966255,14/12/13,354.6666666666667
800,1,0,0,斯托克城,1,16/09/18,1,5,1,10.5,10,6,2.5,4,2,0,水晶宫,2,801,-0.5,英超,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.33330000333300003,-0.49996250281228916,15/03/21,318.3333333333333
607,1,0,0,斯托克城,1,17/02/11,0,5,4,11.0,5,1,2.25,0,0,0,水晶宫,3,608,-0.25,英超,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5999640021598704,0.33330000333300003,15/12/19,282.0
343,1,0,0,斯托克城,1,17/11/25,1,2,1,11.0,5,0,2.5,2,0,0,水晶宫,1,344,-0.5,英超,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,-0.9997000899730081,0.49996250281228916,16/05/07,429.0
113,1,1,0,斯托克城,5,18/05/05,0,1,0,11.0,7,3,2.5,2,0,0,水晶宫,2,114,0.0,英超,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.33330000333300003,0.0,16/09/18,401.0
1476,1,1,0,斯旺西,0,14/11/29,0,4,3,10.5,5,3,2.5,1,1,0,水晶宫,2,1477,-0.75,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1228,0,0,0,斯旺西,0,15/05/24,1,3,1,10.5,7,4,2.75,1,0,0,水晶宫,2,1229,-0.75,英超,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9998500224966255,0,58.666666666666664
1040,0,0,0,斯旺西,2,15/12/28,1,4,1,10.5,7,2,2.0,0,0,0,水晶宫,3,1041,-0.5,英超,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.9997000899730081,0.9998500224966255,0,204.0
986,1,1,0,斯旺西,1,16/02/06,0,9,2,10.0,5,3,2.0,1,0,0,水晶宫,2,987,-0.25,英超,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.19998800071995684,14/11/29,244.0
725,5,1,0,斯旺西,4,16/11/26,0,10,6,10.5,5,2,2.5,4,1,0,水晶宫,4,726,0.0,英超,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.33330000333300003,15/05/24,393.3333333333333
650,2,1,0,斯旺西,1,17/01/04,1,5,2,10.5,4,1,2.75,1,0,0,水晶宫,2,651,-0.5,英超,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,1.3333333333333333,0.0,0.0,-0.11110740753086013,0.0,15/12/28,248.33333333333334
444,2,1,0,斯旺西,1,17/08/26,1,1,1,10.5,1,0,2.25,0,0,0,水晶宫,4,445,-0.5,英超,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.33330000333300003,0.33330000333300003,16/02/06,358.0
285,1,0,0,斯旺西,2,17/12/23,0,6,2,10.0,3,2,2.0,1,0,0,水晶宫,3,286,0.25,英超,0.0,0.6666666666666666,1.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.9998500224966255,0.5999640021598704,16/11/26,288.0
1438,3,0,0,曼城,2,14/12/20,0,8,3,11.5,5,4,2.75,0,0,0,水晶宫,1,1439,-1.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1294,1,0,0,曼城,1,15/04/07,1,13,5,10.0,4,1,2.75,2,1,0,水晶宫,2,1295,0.75,英超,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,-0.9999000099990001,-0.33330000333300003,0,36.0
1180,1,0,0,曼城,3,15/09/12,1,4,0,11.0,4,2,2.75,0,0,0,水晶宫,2,1181,0.75,英超,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.33330000333300003,0.33330000333300003,0,141.33333333333334
1016,4,2,0,曼城,0,16/01/16,0,5,4,11.5,6,4,2.75,0,0,0,水晶宫,2,1017,-1.5,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,-0.9997000899730081,-0.19998800071995684,14/12/20,267.3333333333333
733,2,1,0,曼城,2,16/11/19,1,7,2,10.5,2,0,3.25,1,0,0,水晶宫,1,734,1.25,英超,0.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,-0.9999250056245782,0.9998500224966255,15/04/07,444.6666666666667
503,5,1,0,曼城,1,17/05/06,0,9,3,11.5,3,0,3.5,0,0,0,水晶宫,3,504,-2.0,英超,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.33330000333300003,-0.33330000333300003,15/09/12,415.3333333333333
412,5,1,0,曼城,3,17/09/23,0,8,4,11.0,2,0,3.5,0,0,0,水晶宫,1,413,-2.5,英超,0.0,1.6666666666666667,1.0,0.0,0.3333333333333333,0.0,0.0,-0.999940003599784,0.49996250281228916,16/01/16,354.6666666666667
261,0,0,0,曼城,4,17/12/31,1,8,2,10.5,7,5,3.25,0,0,0,水晶宫,5,262,1.5,英超,0.0,1.6666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0,-0.999940003599784,-0.49996250281228916,16/11/19,248.33333333333334
1495,1,0,0,曼联,1,14/11/08,0,11,5,11.0,4,2,3.0,0,0,0,水晶宫,3,1496,-1.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1121,0,0,0,曼联,3,15/10/31,1,3,2,10.5,7,4,2.25,0,0,0,水晶宫,3,1122,0.5,英超,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,-0.9997000899730081,0.49996250281228916,0,119.0
891,2,1,0,曼联,1,16/04/21,0,10,3,10.5,2,2,2.5,0,0,0,水晶宫,2,892,-1.25,英超,0.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0,234.33333333333334
689,2,1,0,曼联,3,16/12/15,1,8,3,10.5,1,0,2.5,1,0,0,水晶宫,2,690,0.75,英超,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,-0.9998500224966255,0.33330000333300003,14/11/08,472.3333333333333
475,2,2,0,曼联,2,17/05/21,0,3,3,10.5,6,2,2.5,0,0,0,水晶宫,0,476,-0.25,英超,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,-0.33330000333300003,-0.19998800071995684,15/10/31,373.3333333333333
407,4,2,0,曼联,0,17/09/30,0,6,3,11.0,5,4,3.0,0,0,0,水晶宫,0,408,-1.75,英超,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,-0.9998500224966255,-0.9998500224966255,16/04/21,316.0
179,3,0,0,曼联,3,18/03/06,1,7,0,10.5,3,2,2.5,2,1,0,水晶宫,1,180,1.25,英超,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,-0.9999250056245782,0.0,16/12/15,297.3333333333333
1499,3,1,0,桑德兰,3,14/11/04,1,2,1,10.5,11,3,2.25,1,0,1,水晶宫,1,1500,-0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1289,1,0,0,桑德兰,2,15/04/11,0,8,3,11.0,4,2,2.25,4,0,0,水晶宫,2,1290,0.0,英超,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,-0.49996250281228916,-0.49996250281228916,0,52.666666666666664
1095,1,0,0,桑德兰,3,15/11/24,1,2,1,10.5,11,4,2.5,0,0,0,水晶宫,1,1096,-1.0,英超,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.5999640021598704,0.0,0,204.0
959,2,1,0,桑德兰,1,16/03/02,0,4,2,10.5,5,2,2.25,2,0,0,水晶宫,1,960,-0.25,英超,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,-0.9997000899730081,-0.49996250281228916,14/11/04,303.0
794,2,1,0,桑德兰,0,16/09/24,0,3,1,11.0,5,3,2.25,3,0,0,水晶宫,2,795,-0.25,英超,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,15/04/11,347.6666666666667
612,4,4,0,桑德兰,3,17/02/04,1,1,1,10.5,7,4,2.5,0,0,0,水晶宫,3,613,-0.75,英超,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.19998800071995684,0.9998500224966255,15/11/24,303.3333333333333
1156,0,0,0,沃特福德,4,15/09/27,0,6,4,10.0,4,3,2.25,1,0,0,水晶宫,4,1157,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
975,2,1,0,沃特福德,1,16/02/13,1,3,1,10.5,8,4,2.25,1,1,1,水晶宫,0,976,-0.25,英超,0.3333333333333333,0.0,1.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.9997000899730081,0.0,0,46.333333333333336
678,1,0,0,沃特福德,2,16/12/26,0,7,2,10.5,3,3,2.25,1,1,0,水晶宫,4,679,-0.25,英超,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,-0.33330000333300003,-0.9997000899730081,0,257.6666666666667
571,0,0,0,沃特福德,2,17/03/18,1,2,1,10.5,3,2,2.25,1,0,0,水晶宫,0,572,-0.5,英超,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333166674999583,15/09/27,339.6666666666667
306,1,1,1,沃特福德,3,17/12/13,1,6,4,11.0,4,3,2.75,2,0,0,水晶宫,2,307,-0.25,英超,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.9997000899730081,-0.9998500224966255,16/02/13,430.3333333333333
129,0,0,0,沃特福德,3,18/04/21,0,4,4,10.5,3,0,2.5,0,0,0,水晶宫,5,130,0.25,英超,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.0,0.3333333333333333,0.3333333333333333,0.33330000333300003,-0.19998800071995684,16/12/26,336.3333333333333
62,2,0,0,沃特福德,4,18/08/26,0,6,2,10.5,3,0,2.5,1,0,0,水晶宫,2,63,-0.25,英超,0.0,0.0,1.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.24999062535154928,17/03/18,303.0
815,1,1,0,米德尔斯堡,1,16/09/10,0,6,4,11.0,6,4,2.0,2,1,0,水晶宫,2,816,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
595,0,0,0,米德尔斯堡,1,17/02/25,1,2,1,10.0,4,2,2.0,1,1,0,水晶宫,3,596,-0.5,英超,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.33330000333300003,0.33330000333300003,0,56.0
1571,3,1,0,纽卡斯尔,0,14/08/30,0,11,8,11.0,4,3,2.25,3,1,0,水晶宫,3,1572,-0.75,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1349,1,1,0,纽卡斯尔,2,15/02/12,1,2,1,10.5,5,1,2.25,1,0,0,水晶宫,1,1350,-0.25,英超,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999000099990001,0,55.333333333333336
1091,1,1,0,纽卡斯尔,1,15/11/28,1,5,1,11.0,7,2,2.75,5,3,0,水晶宫,1,1092,-0.75,英超,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,-0.33330000333300003,0,248.0
879,1,0,0,纽卡斯尔,2,16/04/30,0,4,1,11.0,8,4,2.5,0,0,0,水晶宫,0,880,-0.25,英超,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666333349999167,0.0,14/08/30,402.0
383,1,0,0,纽卡斯尔,4,17/10/21,0,3,1,11.0,5,3,2.25,0,0,0,水晶宫,2,384,-0.5,英超,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,-0.9997000899730081,-0.9998500224966255,15/02/12,738.0
211,1,1,0,纽卡斯尔,1,18/02/04,1,6,4,11.0,5,1,2.25,1,0,0,水晶宫,1,212,-0.25,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,0.0,0.0,-0.9997000899730081,-0.3333166674999583,15/11/28,516.6666666666666
32,0,0,0,纽卡斯尔,1,18/09/22,1,5,4,10.5,9,4,2.25,0,0,0,水晶宫,1,33,-0.25,英超,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,16/04/30,480.3333333333333
1543,0,0,0,莱斯特,1,14/09/27,1,6,3,11.0,6,3,2.5,2,0,0,水晶宫,0,1544,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1367,0,0,0,莱斯特,3,15/02/07,0,7,6,11.0,5,3,2.25,1,0,0,水晶宫,1,1368,-0.25,英超,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.9998500224966255,-0.9997000899730081,0,44.333333333333336
1133,1,0,0,莱斯特,3,15/10/24,0,3,1,11.5,2,0,2.75,0,0,0,水晶宫,1,1134,-0.25,英超,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.9997000899730081,-0.49996250281228916,0,217.0
931,1,1,0,莱斯特,1,16/03/19,1,7,2,11.0,10,1,2.25,0,0,0,水晶宫,1,932,0.0,英超,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,-0.9997000899730081,-0.49996250281228916,14/09/27,364.0
764,3,1,0,莱斯特,0,16/10/22,0,8,3,11.0,8,1,2.5,1,0,0,水晶宫,0,765,-0.5,英超,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.9997000899730081,0.0,15/02/07,401.3333333333333
534,2,1,0,莱斯特,2,17/04/15,1,5,1,10.5,8,5,2.5,2,0,0,水晶宫,0,535,-0.5,英超,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,-0.49996250281228916,0.0,15/10/24,368.6666666666667
298,0,0,1,莱斯特,3,17/12/16,0,6,3,11.0,4,0,2.5,3,2,0,水晶宫,2,299,-0.75,英超,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,-0.9998500224966255,16/03/19,434.0
120,0,0,1,莱斯特,1,18/04/28,1,2,0,11.0,8,6,2.5,5,2,0,水晶宫,1,121,-0.5,英超,1.0,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,0.9999000099990001,-0.19998800071995684,16/10/22,354.6666666666667
1280,2,1,0,西布朗维奇,3,15/04/18,1,6,2,10.5,7,3,2.25,0,0,0,水晶宫,3,1281,-0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
